12.07.2021;12.07.2021;HOURLY;Mon;1;15 MINUTES;1;1;0;0
12.07.2021;12.07.2021;HOURLY;Mon;1;15 MINUTES;2;2;0;0
12.07.2021;12.07.2021;HOURLY;Mon;1;15 MINUTES;3;3;0;0
12.07.2021;12.07.2021;HOURLY;Mon;1;15 MINUTES;4;4;0;0
12.07.2021;12.07.2021;HOURLY;Mon;2;15 MINUTES;1;5;0;0
12.07.2021;12.07.2021;HOURLY;Mon;2;15 MINUTES;2;6;0;0
12.07.2021;12.07.2021;HOURLY;Mon;2;15 MINUTES;3;7;0;0
12.07.2021;12.07.2021;HOURLY;Mon;2;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;3;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;3;15 MINUTES;2;3;0;0
12.07.2021;12.07.2021;HOURLY;Mon;3;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;3;15 MINUTES;4;1;0;0
12.07.2021;12.07.2021;HOURLY;Mon;4;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;4;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;4;15 MINUTES;3;5;0;0
12.07.2021;12.07.2021;HOURLY;Mon;4;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;5;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;5;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;5;15 MINUTES;3;6;0;0
12.07.2021;12.07.2021;HOURLY;Mon;5;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;6;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;6;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;6;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;6;15 MINUTES;4;7;0;0
12.07.2021;12.07.2021;HOURLY;Mon;7;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;7;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;7;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;7;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;8;15 MINUTES;1;8;0;0
12.07.2021;12.07.2021;HOURLY;Mon;8;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;8;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;8;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;9;15 MINUTES;1;9;0;0
12.07.2021;12.07.2021;HOURLY;Mon;9;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;9;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;9;15 MINUTES;4;10;0;0
12.07.2021;12.07.2021;HOURLY;Mon;10;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;10;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;10;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;10;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;11;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;11;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;11;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;11;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;12;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;12;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;12;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;12;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;13;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;13;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;13;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;13;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;14;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;14;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;14;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;14;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;15;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;15;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;15;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;15;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;16;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;16;15 MINUTES;2;1;0;0
12.07.2021;12.07.2021;HOURLY;Mon;16;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;16;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;17;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;17;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;17;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;17;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;18;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;18;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;18;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;18;15 MINUTES;4;2;0;0
12.07.2021;12.07.2021;HOURLY;Mon;19;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;19;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;19;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;19;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;20;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;20;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;20;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;20;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;21;15 MINUTES;1;3;0;0
12.07.2021;12.07.2021;HOURLY;Mon;21;15 MINUTES;2;4;3;10
12.07.2021;12.07.2021;HOURLY;Mon;21;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;21;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;22;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;22;15 MINUTES;2;6;0;0
12.07.2021;12.07.2021;HOURLY;Mon;22;15 MINUTES;3;8;0;0
12.07.2021;12.07.2021;HOURLY;Mon;22;15 MINUTES;4;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;23;15 MINUTES;1;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;23;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;23;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;23;15 MINUTES;4;5;0;0
12.07.2021;12.07.2021;HOURLY;Mon;24;15 MINUTES;1;6,0;101,0;16,4
12.07.2021;12.07.2021;HOURLY;Mon;24;15 MINUTES;2;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;24;15 MINUTES;3;0;0;0
12.07.2021;12.07.2021;HOURLY;Mon;24;15 MINUTES;4;0;0;0